bedrooms,bathrooms,toilets,parking_space,title,town,state,price
4,5,5,4,Detached Duplex,Port Harcourt,Rivers,80000000
6,6,7,5,Detached Duplex,Lekki,Lagos,400000000
3,3,3,4,Detached Duplex,Yaba,Lagos,60000000
5,6,5,5,Detached Duplex,Lekki,Lagos,85000000
4,4,5,3,Terraced Duplexes,Lekki,Lagos,65000000
5,5,6,7,Detached Duplex,Asokoro District,Abuja,270000000
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,80000000
3,3,4,5,Terraced Duplexes,Wuse 2,Abuja,130000000
5,5,6,5,Detached Duplex,Lekki,Lagos,400000000
2,5,5,4,Block of Flats,Isolo,Lagos,60000000
5,5,6,4,Detached Duplex,Lekki,Lagos,180000000
4,4,4,2,Terraced Duplexes,Lekki,Lagos,33000000
5,5,6,4,Detached Duplex,Lekki,Lagos,95000000
5,5,5,4,Detached Duplex,Guzape District,Abuja,200000000
4,5,5,4,Detached Duplex,Ajah,Lagos,65000000
4,4,5,2,Detached Duplex,Ajah,Lagos,60000000
8,9,9,4,Detached Duplex,Maitama District,Abuja,1500000000
6,5,5,4,Detached Duplex,Asokoro District,Abuja,380000000
5,5,6,2,Detached Duplex,Lekki,Lagos,120000000
6,6,6,3,Block of Flats,Arepo,Ogun,25000000
5,6,6,4,Detached Duplex,Gwarinpa,Abuja,120000000
4,5,6,4,Terraced Duplexes,Lekki,Lagos,70000000
3,3,4,5,Detached Bungalow,Owerri Municipal,Imo,26000000
3,4,5,3,Detached Bungalow,Orozo,Abuja,17000000
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,90000000
5,5,6,5,Detached Duplex,Lekki,Lagos,150000000
5,7,7,4,Detached Duplex,Lekki,Lagos,200000000
5,6,6,4,Detached Duplex,Lekki,Lagos,150000000
5,5,5,4,Detached Duplex,Lekki,Lagos,150000000
5,5,6,7,Detached Duplex,Lekki,Lagos,300000000
2,5,5,4,Terraced Duplexes,Lekki,Lagos,23000000
3,3,4,4,Block of Flats,Ikeja,Lagos,28000000
3,3,3,2,Detached Bungalow,Kaduna North,Kaduna,12000000
4,4,5,4,Terraced Duplexes,Ikeja,Lagos,150000000
5,5,6,4,Detached Duplex,Lekki,Lagos,95000000
5,5,6,4,Detached Duplex,Lekki,Lagos,130000000
5,5,6,4,Detached Duplex,Ojodu,Lagos,110000000
3,5,5,4,Terraced Duplexes,Lekki,Lagos,40000000
5,5,6,7,Detached Duplex,Lekki,Lagos,270000000
5,5,6,3,Detached Duplex,Lekki,Lagos,115000000
5,5,6,6,Detached Duplex,Lekki,Lagos,280000000
4,4,5,4,Terraced Duplexes,Lekki,Lagos,42000000
5,5,6,4,Detached Duplex,Lekki,Lagos,210000000
4,5,5,4,Terraced Duplexes,Lekki,Lagos,55000000
4,4,5,3,Terraced Duplexes,Lekki,Lagos,140000000
5,5,5,4,Detached Duplex,Lekki,Lagos,120000000
3,2,2,2,Block of Flats,Alimosho,Lagos,35000000
5,5,6,4,Detached Duplex,Lekki,Lagos,95000000
5,7,7,4,Detached Duplex,Lekki,Lagos,120000000
5,5,6,6,Detached Duplex,Lekki,Lagos,92000000
5,5,5,4,Detached Duplex,Ikeja,Lagos,160000000
3,3,4,4,Detached Bungalow,Lekki,Lagos,70000000
7,6,6,4,Detached Duplex,Lekki,Lagos,350000000
5,6,6,5,Detached Duplex,Lekki,Lagos,70000000
4,5,5,4,Detached Duplex,Idu Industrial,Abuja,46000000
2,2,3,1,Terraced Duplexes,Ajah,Lagos,36000000
5,5,6,6,Detached Duplex,Ikoyi,Lagos,450000000
5,5,6,5,Detached Duplex,Lekki,Lagos,450000000
5,5,5,4,Detached Duplex,Lekki,Lagos,300000000
5,5,6,4,Detached Duplex,Lekki,Lagos,225000000
5,5,6,4,Detached Duplex,Lekki,Lagos,140000000
5,5,6,1,Detached Duplex,Ajah,Lagos,70000000
3,3,4,4,Detached Duplex,Ajah,Lagos,60000000
3,5,5,1,Block of Flats,Magodo,Lagos,90000000
4,7,7,4,Detached Duplex,Abeokuta South,Ogun,43000000
5,6,7,5,Detached Duplex,Lekki,Lagos,95000000
5,5,6,4,Detached Duplex,Lekki,Lagos,120000000
6,6,6,4,Block of Flats,Ibadan,Oyo,15000000
4,4,5,4,Terraced Duplexes,Lekki,Lagos,50000000
4,4,5,4,Detached Duplex,Jahi,Abuja,60000000
4,4,4,3,Detached Duplex,Ikorodu,Lagos,25000000
5,5,6,4,Detached Duplex,Lekki,Lagos,330000000
4,4,5,4,Terraced Duplexes,Guzape District,Abuja,65000000
5,5,6,8,Detached Duplex,Ikoyi,Lagos,900000000
5,6,7,1,Detached Duplex,Lekki,Lagos,450000000
5,5,6,4,Detached Duplex,Ajah,Lagos,170000000
4,4,5,2,Semi Detached Duplex,Lekki,Lagos,55000000
5,5,6,4,Detached Duplex,Lekki,Lagos,270000000
2,2,2,4,Semi Detached Bungalow,Lugbe District,Abuja,17000000
4,5,5,4,Detached Duplex,Yaba,Lagos,100000000
5,5,6,5,Detached Duplex,Lekki,Lagos,80000000
5,5,6,5,Detached Duplex,Lekki,Lagos,250000000
3,5,5,4,Block of Flats,Lekki,Lagos,40000000
5,5,5,4,Detached Duplex,Lekki,Lagos,330000000
5,5,6,4,Detached Duplex,Lekki,Lagos,110000000
3,3,4,4,Terraced Duplexes,Ajah,Lagos,65000000
7,7,8,4,Detached Duplex,Ajah,Lagos,55000000
5,5,6,4,Detached Duplex,Lekki,Lagos,80000000
7,7,7,5,Detached Duplex,Arepo,Ogun,90000000
4,4,5,3,Terraced Duplexes,Lekki,Lagos,155000000
5,6,6,2,Detached Duplex,Lekki,Lagos,380000000
5,5,5,4,Terraced Duplexes,Lekki,Lagos,65000000
4,4,5,4,Detached Duplex,Ajah,Lagos,70000000
7,7,8,4,Detached Duplex,Lekki,Lagos,180000000
3,5,4,4,Terraced Bungalow,Simawa,Ogun,16000000
8,5,5,4,Detached Duplex,Maitama District,Abuja,460000000
5,5,5,4,Block of Flats,Ibadan,Oyo,8000000
4,4,5,4,Detached Duplex,Lekki,Lagos,100000000
4,4,5,4,Detached Duplex,Ajah,Lagos,65000000
5,5,6,5,Detached Duplex,Magodo,Lagos,230000000
2,2,3,3,Block of Flats,Wuye,Abuja,28000000
2,2,2,4,Block of Flats,Ajah,Lagos,19900000
5,5,5,4,Detached Duplex,Lekki,Lagos,150000000
5,5,6,8,Detached Duplex,Agege,Lagos,110000000
4,4,5,1,Terraced Duplexes,Maitama District,Abuja,190000000
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,70000000
6,6,7,4,Detached Duplex,Isheri North,Lagos,155000000
3,4,4,2,Block of Flats,Kado,Abuja,420000000
5,5,6,6,Detached Duplex,Ikeja,Lagos,270000000
5,6,6,5,Detached Duplex,Lekki,Lagos,100000000
5,5,6,4,Detached Duplex,Lekki,Lagos,125000000
4,4,4,4,Semi Detached Duplex,Ajah,Lagos,68000000
4,4,5,4,Detached Duplex,Ajah,Lagos,50000000
3,3,4,2,Terraced Bungalow,Surulere,Lagos,40000000
4,4,5,4,Semi Detached Duplex,Ikoyi,Lagos,420000000
4,4,5,4,Detached Duplex,Galadimawa,Abuja,85000000
4,4,5,2,Terraced Duplexes,Lekki,Lagos,50000000
3,3,3,4,Detached Duplex,Ipaja,Lagos,30000000
5,5,6,6,Detached Duplex,Lekki,Lagos,140000000
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,85000000
6,6,7,4,Detached Duplex,Lekki,Lagos,76000000
5,5,6,4,Detached Duplex,Lekki,Lagos,120000000
4,5,5,2,Detached Duplex,Victoria Island (VI),Lagos,175000000
4,5,5,5,Semi Detached Duplex,Abeokuta South,Ogun,67000000
2,2,2,2,Terraced Bungalow,Mowe Town,Ogun,10500000
6,7,7,9,Detached Duplex,Port Harcourt,Rivers,150000000
4,4,5,4,Detached Duplex,Lekki,Lagos,95000000
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,65000000
4,5,5,4,Detached Duplex,Lekki,Lagos,95000000
5,5,6,6,Detached Duplex,Lekki,Lagos,300000000
5,5,5,4,Detached Duplex,Ejigbo,Lagos,40000000
3,5,5,4,Terraced Duplexes,Amuwo Odofin,Lagos,200000000
4,5,5,4,Detached Duplex,Ajah,Lagos,65000000
5,5,6,6,Detached Duplex,Lekki,Lagos,200000000
3,3,3,6,Detached Bungalow,Lugbe District,Abuja,10000000
3,1,1,3,Block of Flats,Owerri West,Imo,45000000
5,5,6,5,Detached Duplex,Lekki,Lagos,120000000
5,5,5,4,Detached Duplex,Lekki,Lagos,200000000
4,5,6,4,Detached Duplex,Ajah,Lagos,60000000
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,70000000
5,5,6,4,Detached Duplex,Lekki,Lagos,160000000
6,7,7,1,Detached Duplex,Isheri North,Lagos,150000000
5,5,6,4,Detached Duplex,Lekki,Lagos,98000000
4,5,6,4,Block of Flats,Ikoyi,Lagos,470000000
5,5,6,4,Detached Duplex,Lekki,Lagos,350000000
4,5,5,4,Detached Bungalow,Ojo,Lagos,20000000
5,6,6,6,Detached Duplex,Lekki,Lagos,270000000
5,5,5,4,Detached Duplex,Guzape District,Abuja,159000000
5,5,6,3,Detached Duplex,Lekki,Lagos,100000000
6,6,7,6,Detached Duplex,Ikoyi,Lagos,1300000000
6,5,5,4,Detached Duplex,Lekki,Lagos,70000000
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,80000000
5,5,6,4,Detached Duplex,Lekki,Lagos,160000000
5,5,6,4,Detached Duplex,Ikoyi,Lagos,600000000
5,6,6,4,Detached Duplex,Lekki,Lagos,90000000
6,6,6,2,Detached Duplex,Port Harcourt,Rivers,130000000
5,6,6,6,Detached Duplex,Lekki,Lagos,105000000
3,3,4,4,Terraced Duplexes,Surulere,Lagos,55000000
5,6,6,8,Detached Duplex,Lekki,Lagos,75000000
4,4,5,3,Detached Duplex,Lekki,Lagos,55000000
5,6,6,9,Detached Duplex,Port Harcourt,Rivers,28000000
5,5,5,4,Detached Duplex,Lekki,Lagos,170000000
5,9,1,1,Detached Duplex,Galadimawa,Abuja,200000000
4,6,5,4,Detached Duplex,Katampe,Abuja,220000000
5,5,6,4,Detached Duplex,Lekki,Lagos,380000000
4,4,4,5,Detached Duplex,Magodo,Lagos,63000000
5,5,6,3,Detached Duplex,Lekki,Lagos,85000000
2,3,3,4,Block of Flats,Ifako-Ijaiye,Lagos,12500000
3,3,4,5,Detached Bungalow,Ibeju Lekki,Lagos,25000000
5,5,6,6,Semi Detached Duplex,Ibeju Lekki,Lagos,49000000
9,9,1,1,Detached Duplex,Isolo,Lagos,70000000
5,5,6,4,Detached Duplex,Lekki,Lagos,200000000
4,5,5,4,Block of Flats,Ipaja,Lagos,95000000
3,3,3,1,Block of Flats,Umuahia,Abia,65000000
6,6,7,6,Detached Duplex,Ikoyi,Lagos,1300000000
5,5,6,5,Detached Duplex,Ikoyi,Lagos,550000000
4,4,5,4,Detached Duplex,Lekki,Lagos,85000000
4,4,5,5,Semi Detached Duplex,Karmo,Abuja,40000000
5,5,6,4,Detached Duplex,Lekki,Lagos,350000000
5,5,6,4,Detached Duplex,Lekki,Lagos,240000000
4,4,5,1,Semi Detached Duplex,Guzape District,Abuja,350000000
6,6,7,7,Detached Duplex,Lekki,Lagos,135000000
5,5,6,4,Detached Duplex,Ikoyi,Lagos,700000000
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,27500000
5,6,6,1,Detached Duplex,Port Harcourt,Rivers,3500000000
6,7,7,8,Detached Duplex,Jahi,Abuja,200000000
5,5,6,4,Detached Duplex,Lekki,Lagos,170000000
4,4,5,2,Terraced Duplexes,Lekki,Lagos,70000000
4,4,5,4,Terraced Duplexes,Victoria Island (VI),Lagos,140000000
5,5,5,4,Detached Duplex,Katampe,Abuja,450000000
3,3,3,4,Terraced Duplexes,Apo,Abuja,23000000
3,2,3,2,Block of Flats,Ijesha,Lagos,120000000
5,5,6,8,Detached Duplex,Lekki,Lagos,135000000
4,4,5,9,Detached Duplex,Port Harcourt,Rivers,150000000
4,5,5,4,Block of Flats,Ibadan,Oyo,65000000
5,5,6,4,Detached Duplex,Lekki,Lagos,135000000
4,5,5,4,Terraced Duplexes,Lekki,Lagos,50000000
4,5,5,4,Detached Duplex,Ajah,Lagos,44000000
5,6,6,4,Detached Duplex,Lekki,Lagos,130000000
5,6,6,4,Detached Duplex,Lekki,Lagos,200000000
5,5,6,8,Detached Duplex,Lekki,Lagos,85000000
3,3,4,3,Detached Duplex,Ajah,Lagos,45000000
4,4,5,3,Detached Duplex,Lekki,Lagos,55000000
3,3,4,2,Terraced Duplexes,Lekki,Lagos,40000000
4,6,6,4,Detached Duplex,Lekki,Lagos,80000000
3,6,4,6,Detached Bungalow,Lokogoma District,Abuja,50000000
3,3,4,1,Detached Bungalow,Ibeju Lekki,Lagos,20000000
3,3,4,3,Block of Flats,Ikoyi,Lagos,2000000000
4,4,4,1,Detached Bungalow,Agege,Lagos,22000000
5,6,6,4,Detached Duplex,Lekki,Lagos,125000000
4,5,4,4,Detached Duplex,Lekki,Lagos,55000000
4,5,5,4,Detached Duplex,Lekki,Lagos,300000000
4,4,5,3,Semi Detached Duplex,Ikoyi,Lagos,350000000
3,2,2,2,Semi Detached Bungalow,Ikorodu,Lagos,8000000
5,5,6,3,Terraced Duplexes,Lekki,Lagos,68000000
4,4,5,4,Detached Duplex,Life Camp,Abuja,25000000
5,5,6,4,Detached Duplex,Lekki,Lagos,240000000
4,5,5,4,Terraced Duplexes,Lekki,Lagos,75000000
4,4,5,6,Terraced Duplexes,Apo,Abuja,45000000
4,5,5,3,Detached Duplex,Ajah,Lagos,42000000
4,4,5,3,Detached Duplex,Lekki,Lagos,75000000
3,3,4,5,Detached Bungalow,Gwarinpa,Abuja,60000000
5,5,6,3,Detached Duplex,Lekki,Lagos,158000000
5,7,7,4,Semi Detached Duplex,Lekki,Lagos,230000000
4,4,5,3,Detached Duplex,Lekki,Lagos,33000000
5,5,6,4,Terraced Duplexes,Maitama District,Abuja,200000000
4,4,5,1,Detached Bungalow,Ikotun,Lagos,40000000
3,3,3,4,Terraced Duplexes,Lekki,Lagos,31000000
5,5,5,4,Detached Bungalow,Ifo,Ogun,18000000
3,3,3,1,Detached Bungalow,Mowe Ofada,Ogun,10500000
4,5,4,3,Semi Detached Duplex,Isheri North,Ogun,50000000
4,5,5,3,Detached Duplex,Lekki,Lagos,80000000
5,6,5,6,Detached Duplex,Lekki,Lagos,250000000
6,6,7,7,Detached Duplex,Isheri North,Lagos,155000000
3,4,5,2,Terraced Duplexes,Ajah,Lagos,26500000
2,2,3,2,Semi Detached Bungalow,Mowe Ofada,Ogun,12500000
3,3,4,4,Block of Flats,Wuye,Abuja,53000000
5,5,7,5,Detached Duplex,Ikoyi,Lagos,550000000
3,4,4,4,Semi Detached Duplex,Lekki,Lagos,34000000
1,5,2,1,Block of Flats,Lekki,Lagos,30000000
4,5,5,4,Semi Detached Duplex,Ado-Ekiti,Ekiti,80000000
3,3,4,3,Block of Flats,Victoria Island (VI),Lagos,80000000
2,3,3,5,Block of Flats,Ibadan,Oyo,16000000
4,5,5,4,Semi Detached Duplex,Kado,Abuja,100000000
3,5,5,4,Detached Bungalow,Ikeja,Lagos,47000000
8,6,7,6,Detached Duplex,Yaba,Lagos,75000000
5,5,6,6,Detached Duplex,Lekki,Lagos,1650000000
4,4,5,3,Terraced Duplexes,Lekki,Lagos,130000000
4,5,5,4,Terraced Duplexes,Karmo,Abuja,50000000
4,5,5,3,Semi Detached Duplex,Lekki,Lagos,150000000
5,5,6,4,Detached Duplex,Ajah,Lagos,60000000
1,1,1,2,Detached Duplex,Maitama District,Abuja,1300000000
5,5,5,4,Detached Duplex,Lekki,Lagos,470000000
5,4,5,3,Semi Detached Duplex,Lekki,Lagos,138000000
4,5,5,4,Detached Duplex,Ajah,Lagos,60000000
5,5,6,4,Detached Duplex,Lekki,Lagos,280000000
4,5,6,4,Detached Duplex,Katampe,Abuja,200000000
4,5,5,4,Block of Flats,Ibadan,Oyo,18000000
3,3,4,2,Terraced Duplexes,Lekki,Lagos,35000000
5,5,6,4,Detached Duplex,Lekki,Lagos,130000000
4,5,5,6,Detached Duplex,Owerri Municipal,Imo,65000000
5,6,6,4,Detached Duplex,Lekki,Lagos,120000000
5,5,6,4,Detached Duplex,Apapa,Lagos,130000000
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,61000000
4,5,5,4,Semi Detached Duplex,Gwarinpa,Abuja,100000000
5,5,6,4,Detached Duplex,Lekki,Lagos,160000000
3,3,4,4,Semi Detached Duplex,Lekki,Lagos,45000000
4,4,5,4,Detached Bungalow,Ibafo,Ogun,10000000
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,75000000
2,2,3,4,Block of Flats,Lekki,Lagos,35000000
4,5,5,4,Semi Detached Bungalow,Ajah,Lagos,37000000
5,5,6,4,Detached Duplex,Lekki,Lagos,260000000
4,4,5,4,Terraced Duplexes,Lekki,Lagos,45000000
4,4,5,5,Semi Detached Duplex,Lekki,Lagos,80000000
3,3,4,2,Block of Flats,Lekki,Lagos,85000000
5,5,6,5,Detached Duplex,Lekki,Lagos,130000000
3,3,4,2,Terraced Duplexes,Lekki,Lagos,100000000
4,4,5,2,Terraced Duplexes,Enugu,Enugu,120000000
5,5,6,4,Detached Duplex,Lekki,Lagos,330000000
1,5,2,2,Terraced Duplexes,Lekki,Lagos,35000000
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,75000000
3,3,4,4,Detached Bungalow,Port Harcourt,Rivers,13000000
3,4,4,4,Semi Detached Duplex,Ibeju Lekki,Lagos,32000000
3,4,4,4,Detached Bungalow,Port Harcourt,Rivers,15000000
4,4,5,4,Detached Duplex,Ajah,Lagos,78000000
5,5,6,4,Detached Duplex,Lekki,Lagos,185000000
4,5,6,4,Terraced Duplexes,Jahi,Abuja,65000000
5,7,7,1,Detached Duplex,Lekki,Lagos,300000000
6,6,7,4,Detached Duplex,Ajah,Lagos,90000000
4,5,5,4,Block of Flats,Lekki,Lagos,400000000
4,5,5,3,Terraced Duplexes,Victoria Island (VI),Lagos,75000000
3,4,4,4,Terraced Duplexes,Lekki,Lagos,40000000
5,5,6,4,Detached Duplex,Enugu,Enugu,60000000
5,5,6,4,Detached Duplex,Lekki,Lagos,260000000
5,1,9,4,Detached Duplex,Ikorodu,Lagos,40000000
5,6,7,4,Detached Duplex,Ajah,Lagos,75000000
5,5,6,5,Detached Duplex,Ikeja,Lagos,170000000
4,4,5,4,Terraced Duplexes,Lekki,Lagos,80000000
5,6,8,4,Detached Duplex,Lekki,Lagos,85500000
6,8,8,7,Detached Duplex,Asokoro District,Abuja,600000000
5,5,6,6,Detached Duplex,Victoria Island (VI),Lagos,235000000
5,5,6,4,Detached Duplex,Lekki,Lagos,115000000
4,5,5,1,Detached Duplex,Ajah,Lagos,65000000
5,6,6,1,Detached Duplex,Lekki,Lagos,150000000
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,65000000
5,5,5,4,Detached Duplex,Lekki,Lagos,105000000
3,5,5,4,Block of Flats,Magboro,Ogun,20000000
6,6,7,2,Detached Duplex,Ajah,Lagos,70000000
7,7,8,3,Terraced Duplexes,Wuye,Abuja,75000000
3,3,4,3,Detached Bungalow,Ajah,Lagos,28000000
5,5,6,4,Detached Duplex,Lekki,Lagos,90000000
4,4,5,2,Terraced Duplexes,Life Camp,Abuja,60000000
5,5,6,5,Detached Duplex,Lekki,Lagos,135000000
3,2,2,4,Detached Bungalow,Abeokuta South,Ogun,12000000
4,4,5,3,Terraced Duplexes,Guzape District,Abuja,120000000
2,2,3,6,Detached Bungalow,Apo,Abuja,45000000
6,8,8,4,Detached Duplex,Maitama District,Abuja,800000000
5,5,6,4,Detached Duplex,Ajah,Lagos,62000000
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,55000000
5,5,6,4,Detached Duplex,Lekki,Lagos,120000000
5,5,6,4,Semi Detached Duplex,Lekki,Lagos,95000000
3,3,4,3,Detached Bungalow,Wuye,Abuja,45000000
5,5,6,3,Detached Duplex,Lekki,Lagos,260000000
3,3,3,4,Detached Bungalow,Ajah,Lagos,40000000
5,5,5,4,Detached Duplex,Lekki,Lagos,130000000
4,5,5,4,Detached Duplex,Lekki,Lagos,73000000
3,3,4,4,Detached Duplex,Ajah,Lagos,40000000
4,4,5,3,Detached Duplex,Lekki,Lagos,55000000
5,5,6,6,Detached Duplex,Lekki,Lagos,170000000
4,4,5,4,Semi Detached Duplex,Ikoyi,Lagos,230000000
5,6,7,4,Detached Duplex,Ajah,Lagos,60000000
4,5,5,4,Detached Duplex,Katampe,Abuja,150000000
5,6,6,4,Detached Duplex,Maitama District,Abuja,258000000
4,4,5,4,Detached Duplex,Lekki,Lagos,95000000
4,5,5,4,Detached Duplex,Ifako-Ijaiye,Lagos,27000000
5,5,6,4,Detached Duplex,Lekki,Lagos,135000000
4,4,5,4,Detached Bungalow,Magboro,Ogun,25000000
5,5,6,6,Detached Duplex,Ikoyi,Lagos,550000000
5,5,5,4,Detached Duplex,Guzape District,Abuja,120000000
3,3,4,5,Detached Bungalow,Ajah,Lagos,34000000
6,7,7,1,Detached Duplex,Enugu,Enugu,70000000
5,5,6,4,Detached Duplex,Ajah,Lagos,80000000
5,5,6,6,Detached Duplex,Lekki,Lagos,120000000
5,6,6,4,Detached Duplex,Lekki,Lagos,125000000
4,4,4,3,Semi Detached Duplex,Lekki,Lagos,55000000
5,4,5,6,Detached Bungalow,Ijede,Lagos,16000000
4,3,3,4,Block of Flats,Ibadan,Oyo,85000000
4,5,5,3,Detached Duplex,Lekki,Lagos,60000000
4,5,6,5,Detached Duplex,Lekki,Lagos,85000000
5,6,6,4,Detached Duplex,Lekki,Lagos,150000000
5,6,6,5,Detached Duplex,Ikoyi,Lagos,650000000
5,5,6,4,Detached Duplex,Lekki,Lagos,125000000
3,5,3,4,Block of Flats,Port Harcourt,Rivers,38000000
4,4,5,3,Terraced Duplexes,Jabi,Abuja,190000000
4,4,5,3,Terraced Duplexes,Lekki,Lagos,64000000
4,4,4,3,Terraced Duplexes,Lekki,Lagos,140000000
4,4,5,4,Detached Duplex,Ajah,Lagos,75000000
5,5,6,4,Detached Duplex,Asokoro District,Abuja,130000000
4,4,5,4,Detached Duplex,Lekki,Lagos,120000000
3,3,3,4,Terraced Duplexes,Asokoro District,Abuja,400000000
5,5,6,6,Detached Duplex,Lekki,Lagos,180000000
4,4,5,4,Detached Duplex,Kaura,Abuja,130000000
3,3,4,2,Semi Detached Bungalow,Sango Ota,Ogun,4500000
5,5,5,4,Detached Duplex,Dakwo,Abuja,53000000
5,5,6,5,Detached Duplex,Ikoyi,Lagos,500000000
2,2,3,3,Semi Detached Bungalow,Lokogoma District,Abuja,20000000
5,5,6,2,Detached Duplex,Lekki,Lagos,130000000
5,5,5,4,Detached Duplex,Ikeja,Lagos,100000000
5,5,6,4,Detached Duplex,Lekki,Lagos,310000000
4,5,5,1,Detached Bungalow,Ikorodu,Lagos,20000000
5,4,4,6,Detached Duplex,Magodo,Lagos,38000000
5,1,1,4,Block of Flats,Katampe,Abuja,150000000
5,5,6,3,Detached Duplex,Lekki,Lagos,90000000
4,4,5,3,Detached Duplex,Lekki,Lagos,80000000
6,6,7,4,Detached Duplex,Victoria Island (VI),Lagos,450000000
4,4,5,2,Terraced Duplexes,Lekki,Lagos,50000000
5,6,6,1,Detached Duplex,Ikeja,Lagos,130000000
4,4,5,8,Detached Bungalow,Galadimawa,Abuja,25000000
5,5,6,5,Detached Duplex,Ajah,Lagos,85000000
5,5,5,4,Detached Duplex,Lekki,Lagos,70000000
4,4,4,3,Terraced Duplexes,Lekki,Lagos,50000000
4,4,5,3,Detached Duplex,Lekki,Lagos,55000000
7,6,6,4,Detached Duplex,Magboro,Ogun,35000000
4,5,5,4,Detached Bungalow,Kaduna South,Kaduna,15000000
1,1,1,6,Block of Flats,Ikotun,Lagos,22000000
6,6,7,4,Detached Duplex,Maitama District,Abuja,870000000
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,63000000
5,6,6,6,Detached Bungalow,Galadimawa,Abuja,45000000
4,4,4,3,Terraced Duplexes,Ikeja,Lagos,180000000
6,6,7,4,Detached Duplex,Victoria Island (VI),Lagos,450000000
4,6,7,4,Detached Duplex,Ikoyi,Lagos,1400000000
5,4,4,4,Terraced Duplexes,Lekki,Lagos,47000000
4,4,5,6,Detached Duplex,Ikeja,Lagos,80000000
4,5,5,4,Detached Duplex,Karsana,Abuja,27500000
3,4,4,4,Terraced Duplexes,Kubwa,Abuja,30900000
5,6,6,8,Detached Duplex,Lekki,Lagos,130000000
4,5,5,4,Semi Detached Duplex,Ikoyi,Lagos,270000000
5,6,6,4,Detached Duplex,Lekki,Lagos,320000000
5,5,6,4,Detached Duplex,Lekki,Lagos,130000000
5,5,5,4,Detached Duplex,Lekki,Lagos,280000000
5,5,6,4,Detached Duplex,Lekki,Lagos,120000000
5,4,4,4,Detached Duplex,Gwarinpa,Abuja,100000000
4,5,5,4,Detached Duplex,Ajah,Lagos,85000000
5,5,5,4,Detached Duplex,Lekki,Lagos,145000000
4,4,5,3,Terraced Duplexes,Lekki,Lagos,150000000
2,8,8,4,Block of Flats,Ketu,Lagos,40000000
5,7,7,4,Detached Duplex,Ibeju Lekki,Lagos,60000000
5,6,6,4,Detached Duplex,Lekki,Lagos,95000000
5,5,6,4,Detached Duplex,Lekki,Lagos,95000000
5,5,6,4,Detached Duplex,Magodo,Lagos,80000000
3,3,3,3,Detached Bungalow,Ipaja,Lagos,6500000
3,2,3,4,Detached Bungalow,Ejigbo,Lagos,22000000
3,3,4,4,Detached Bungalow,Gwarinpa,Abuja,50000000
5,6,5,5,Detached Duplex,Port Harcourt,Rivers,65000000
9,5,5,8,Detached Bungalow,Sango Ota,Ogun,9000000
5,5,7,1,Detached Duplex,Lekki,Lagos,380000000
8,8,8,4,Block of Flats,Jabi,Abuja,2500000000
4,4,4,4,Detached Bungalow,Ibadan,Oyo,65000000
5,5,6,5,Detached Duplex,Isheri North,Lagos,75000000
4,4,5,2,Detached Duplex,Lekki,Lagos,95000000
4,4,5,1,Detached Duplex,Port Harcourt,Rivers,70000000
5,6,6,4,Detached Duplex,Lekki,Lagos,150000000
6,6,7,6,Detached Duplex,Lekki,Lagos,140000000
5,5,5,4,Detached Duplex,Lekki,Lagos,130000000
5,5,5,5,Detached Duplex,Ikeja,Lagos,125000000
4,4,5,3,Terraced Duplexes,Ikoyi,Lagos,280000000
5,5,5,4,Detached Duplex,Ikoyi,Lagos,380000000
5,6,6,5,Detached Duplex,Ikoyi,Lagos,750000000
5,5,6,6,Detached Duplex,Lekki,Lagos,115000000
5,6,6,7,Detached Duplex,Lekki,Lagos,475000000
5,5,6,2,Detached Duplex,Lekki,Lagos,100000000
4,5,6,3,Terraced Duplexes,Life Camp,Abuja,60000000
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,55000000
4,5,5,7,Semi Detached Duplex,Apo,Abuja,50000000
4,5,5,4,Detached Duplex,Lekki,Lagos,80000000
6,5,5,4,Detached Duplex,Owerri Municipal,Imo,90000000
5,6,6,7,Detached Duplex,Lekki,Lagos,290000000
3,4,4,4,Detached Bungalow,Galadimawa,Abuja,17000000
5,5,5,4,Detached Duplex,Ifo,Ogun,45000000
4,5,5,4,Block of Flats,Isolo,Lagos,80000000
4,6,6,3,Semi Detached Duplex,Lekki,Lagos,60000000
4,4,5,6,Detached Duplex,Lekki,Lagos,58000000
3,3,4,2,Semi Detached Duplex,Ibeju Lekki,Lagos,33000000
4,4,5,4,Detached Duplex,Lekki,Lagos,80000000
4,3,3,8,Detached Bungalow,Idimu,Lagos,20000000
5,4,5,4,Detached Duplex,Lekki,Lagos,95000000
